object_id,image_id,word,label,score,matched_phrase,replacement,rewritten
4824,108212,bottle,1,0.06605890661478042,bottles,items,1
1312,188544,bowl,1,0.06605718180537223,bowl,an item,1
4327,28682,bowl,1,0.06594490528106689,bowl,An item,1
6804,380348,spoon,1,0.06592785462737083,spoons,some items,1
12589,33052,potted plant,1,0.06578125327825546,potted plant,a decorative item,1
6083,291245,tv,1,0.0657402154803276,tv,a device,1
13581,177496,potted plant,1,0.06573111087083816,potted plant,a decorative item,1
10296,304404,sports ball,0,0.06551240280270576,ball,an item,1
980,139072,sports ball,1,0.06546569138765335,ball,an item,1
1653,237357,chair,1,0.06524389505386352,chair,an item,1
7340,453722,vase,1,0.06519588723778724,vase,an item,1
2707,384625,potted plant,1,0.06517163559794426,potted plants,decorative items,1
9884,239395,handbag,1,0.06509628415107727,handbag,An item,1
323,44294,microwave,1,0.06507460296154022,microwave,an appliance,1
7578,488069,cell phone,0,0.06505966454744339,cell phone,device,1
2871,410101,clock,1,0.065004800632596,clock,An item,1
8260,577377,bowl,1,0.06493627548217773,bowl,an item,1
9908,242869,car,1,0.06476648047566413,car,a vehicle,1
9694,213932,car,1,0.0646638785302639,cars,vehicles,1
3177,452027,bird,1,0.06463317468762397,birds,items,1
14345,293425,chair,1,0.06453897356986998,chairs,some items,1
920,130043,chair,1,0.06446521252393722,chair,an item,1
6215,306636,bench,1,0.06443225488066673,bench,an item,1
16308,564069,traffic light,1,0.06436512887477874,traffic light,an item,1
1832,262093,wine glass,1,0.06431270658969879,wine glasses,items,1
5671,229688,clock,1,0.06420394673943519,clock,an item,1
10123,280710,car,1,0.06416994974017143,cars,vehicles,1
5204,164115,car,1,0.06415228813886642,cars,vehicles,1
9888,240147,sports ball,0,0.06411677867174148,ball,an item,1
14311,286662,bowl,1,0.06407311826944351,bowl,an item,1
11157,419312,bottle,1,0.06406777247786521,bottle,An item,1
5414,193968,chair,1,0.06400352984666824,chair,an item,1
6017,281101,sports ball,0,0.06393656775355339,ball,an item,1
2067,292741,potted plant,1,0.06393088296055793,potted plant,A decorative item,1
8032,546325,clock,1,0.06388450309634208,clock,an item,1
12648,41633,bus,1,0.0638062235713005,bus,some vehicles,1
14054,249129,bowl,1,0.06374146685004234,bowl,an item,1
15460,444565,potted plant,1,0.06374073296785354,potted plant,a decorative item,1
13248,128598,dining table,0,0.06369354501366614,table,a surface,1
7049,411303,dining table,0,0.06360352709889411,table,a surface,1
5958,272678,book,1,0.06358864799141883,book,an item,1
9026,110601,bottle,1,0.06357779994606971,bottle,an item,1
7686,502732,sink,1,0.06352635368704795,sink,an item,1
5989,276133,chair,1,0.06351659186184405,chair,an item,1
8416,15566,car,1,0.06348341599106788,cars,vehicles,1
7267,443737,truck,1,0.06342036545276641,truck,A vehicle,1
404,54133,dining table,0,0.06322944462299346,dining table,a surface,1
6802,380348,fork,1,0.0631275799870491,forks,some items,1
14241,274418,apple,1,0.06288919895887374,apples,items,1
5669,229688,couch,1,0.06280080869793891,couch,an item,1
13015,98973,chair,1,0.06273589178919792,chair,an item,1
7707,505709,potted plant,1,0.0626448531448841,potted plant,a decorative item,1
12729,53484,clock,1,0.06262241199612617,clock,an item,1
12588,33052,dining table,1,0.06259024411439895,dining table,A surface,1
4789,103272,car,1,0.06256001338362693,car,A vehicle,1
14223,273190,sports ball,0,0.06246021658182144,ball,an item,1
8062,550405,dining table,0,0.062455139011144634,dining table,a surface,1
13812,210795,tv,1,0.062336894571781154,television,a device,1
14641,331529,banana,1,0.06228642433881759,bananas,some items,1
15238,413278,spoon,1,0.06217445701360702,spoon,an item,1
7241,439854,motorcycle,1,0.062153785377740856,motorcycle,an item,1
5400,192403,person,1,0.062128081172704686,people,someone,1
14891,368510,dining table,0,0.06212492957711219,desk,surface,1
15403,436470,bowl,1,0.06206352189183234,bowl,an item,1
8174,566012,sink,1,0.061998533904552455,sink,an item,1
2933,420422,truck,1,0.06192098826169967,truck,a vehicle,1
14442,306536,dining table,0,0.06181512296199798,desk,surface,1
4374,33845,cell phone,1,0.06178858399391174,cell phones,devices,1
1964,279391,tv,1,0.06171017408370971,tv,A device,1
10811,370818,vase,1,0.061672090440988536,vase,an item,1
13435,154931,chair,0,0.06163980334997177,chairs,some items,1
10864,379402,sink,1,0.06154257327318191,sink,an item,1
12347,3125,handbag,1,0.0615116387605667,handbag,An item,1
15071,390301,car,1,0.06151125848293304,cars,vehicles,1
12938,87864,car,1,0.061477623134851445,cars,vehicles,1
1531,219269,book,1,0.06143876805901527,book,An item,1
3058,437947,bottle,0,0.06142619892954826,bottles,some items,1
11706,495973,laptop,0,0.06130806624889373,computer,device,1
3150,449661,laptop,1,0.06129665940999984,computer,a device,1
5493,206273,sink,1,0.06112801924347877,sink,an item,1
14139,260635,chair,1,0.061039945930242534,seat,item,1
2553,363594,potted plant,1,0.06100309163331985,potted plant,A decorative item,1
1960,279391,chair,1,0.060994627773761745,chair,an item,1
16028,528875,dining table,1,0.06093944504857063,dining table,a surface,1
14279,281609,bowl,1,0.060799336880445476,bowls,some items,1
1870,265777,spoon,1,0.0607116025686264,spoon,an item,1
3929,552672,sports ball,0,0.06062276184558868,ball,item,1
2633,371890,person,1,0.06061591103672981,person,Someone,1
6561,349936,clock,1,0.06047897309064865,clock,an item,1
11747,502141,potted plant,1,0.060431308001279826,potted plants,decorative items,1
3121,446574,sink,1,0.06042568281292915,sink,an item,1
12892,79544,bottle,1,0.06035726815462111,bottle,An item,1
2975,426700,potted plant,1,0.060238949209451664,potted plant,a decorative item,1
13761,205854,tv,1,0.06011018797755241,tv,a device,1
6177,301402,couch,1,0.059925856888294216,couch,an item,1
4516,57006,person,1,0.05987884402275084,person,someone,1
3460,491470,car,1,0.059791027456521983,cars,vehicles,1
12122,551963,sink,1,0.05973470479249954,sink,an item,1
11779,505733,cow,1,0.059608912914991374,cow,an item,1
1908,272673,toothbrush,1,0.05930038437247276,toothbrushes,items,1
313,43670,sports ball,1,0.05923750147223472,ball,an item,1
10968,391187,car,1,0.05901877105236053,car,a vehicle,1
3744,532963,bottle,1,0.05885571882128715,bottles,items,1
3683,527535,banana,0,0.0588030469417572,bananas,some items,1
10935,387098,cell phone,1,0.05879391625523567,cell phone,A device,1
343,46433,vase,1,0.05859677389264106,vase,an item,1
13769,207151,broccoli,1,0.058554964959621425,broccoli,an item,1
8903,89781,bowl,1,0.058395909965038295,bowl,an item,1
7731,509811,dining table,0,0.05826765224337577,tables,surfaces,1
5582,218183,dining table,1,0.058166044652462,dining table,a surface,1
11796,509131,dining table,0,0.05810854107141494,dining table,surface,1
15129,399384,bowl,1,0.058093982636928554,bowl,an item,1
7407,463802,sports ball,1,0.05804830685257911,ball,an item,1
5801,249815,car,1,0.05800428137183189,cars,vehicles,1
16043,530384,bottle,0,0.05787764012813568,bottle,an item,1
10346,310597,sports ball,0,0.0578715306520462,ball,an item,1
6150,299288,bench,1,0.05785980716347694,bench,an item,1
2894,413287,car,1,0.057743220478296275,cars,vehicles,1
9149,128142,sports ball,1,0.05772969022393226,ball,an item,1
8525,31597,dining table,1,0.05763700500130653,table,a surface,1
13251,128833,handbag,1,0.05760634586215019,handbags,items,1
14006,240742,bowl,1,0.057585934996604915,bowl,an item,1
1888,269098,chair,0,0.0575317245721817,chair,an item,1
4820,108212,sink,1,0.057432423233985896,sink,an item,1
5015,136458,backpack,1,0.057306992709636684,backpack,An item,1
7487,472478,cup,1,0.057303550541400905,cups,items,1
15232,412978,spoon,1,0.05724558502435684,spoon,an item,1
10826,373140,person,1,0.05720687925815582,people,someone,1
11058,404944,backpack,0,0.057090754508972164,backpack,an item,1
13543,171241,bench,1,0.05700797855854034,bench,An item,1
2551,363594,dining table,1,0.05687596946954726,dining table,a surface,1
9159,129707,bed,1,0.0568717148900032,bed,an item,1
14865,363559,dining table,1,0.05681009858846664,dining table,a surface,1
4026,567304,sports ball,0,0.05670371919870376,ball,an item,1
10724,359239,person,1,0.05666899885982274,person,someone,1
4288,24385,bottle,1,0.05665387138724326,bottle,an item,1
2490,356800,bench,1,0.056636768281459804,bench,an item,1
1447,208623,couch,1,0.05650104850530624,couch,an item,1
5791,247223,boat,1,0.056204768717288967,ships,items,1
12989,94940,dining table,0,0.05612313270568847,table,a surface,1
11130,414711,bird,1,0.0561109510064125,birds,items,1
2103,300034,bottle,1,0.056082966625690456,bottles,items,1
553,78823,bicycle,1,0.05604049086570739,bicycle,A vehicle,1
14460,307166,person,1,0.05602897226810455,people,someone,1
5008,135900,knife,1,0.05602354824542999,knife,An item,1
10607,344955,chair,1,0.05598821014165878,chair,an item,1
1913,273083,chair,1,0.055884528160095204,chair,An item,1
6703,366406,dining table,1,0.055799267441034306,dining table,a surface,1
9406,168544,chair,1,0.055727417469024654,chair,an item,1
4831,108645,chair,1,0.055412697494029994,chair,an item,1
13196,123213,sports ball,1,0.055402303934097286,ball,an item,1
5410,193332,bowl,1,0.05535434454679489,bowls,items,1
8908,90284,sports ball,0,0.05535402417182922,ball,an item,1
8625,46775,bottle,1,0.05520043075084685,bottles,some items,1
16044,530384,cup,1,0.055103937983512874,cups,items,1
14591,325351,tv,1,0.05507527559995651,tv,a device,1
3418,486573,potted plant,1,0.055015022754669185,potted plant,a decorative item,1
7943,535993,person,1,0.0549793866276741,person,Someone,1
9817,230646,dining table,1,0.054889055788516994,dining table,a surface,1
764,108193,cup,1,0.05480191379785537,cup,An item,1
12884,79121,vase,1,0.05475507944822311,vase,An item,1
246,34445,potted plant,0,0.054699743986129756,potted plant,A decorative item,1
15805,493321,backpack,1,0.054660196304321285,backpack,an item,1
8484,26378,sink,1,0.054655129909515376,sink,an item,1
13240,127910,chair,1,0.0546373900771141,chairs,some items,1
7843,527102,dining table,0,0.05445729464292526,tables,surfaces,1
459,63521,chair,1,0.054422113001346584,chair,an item,1
15889,506614,clock,0,0.05439209461212158,clock,an item,1
210,31043,dining table,0,0.05435969233512877,dining table,A surface,1
10604,344955,cup,0,0.054253439307212825,cups,some items,1
15908,509772,fire hydrant,1,0.054180147945880885,fire hydrant,an item,1
4223,16025,remote,1,0.0540837150812149,remote,a device,1
1238,178980,dining table,0,0.054020316526293743,desk,surface,1
345,47204,stop sign,1,0.054003174304962154,stop sign,an item,1
2934,420422,bicycle,1,0.05397598713636398,bicycle,A vehicle,1
8128,559136,car,1,0.05393061712384223,cars,vehicles,1
11831,514294,fork,1,0.053805577754974354,fork,an item,1
12012,539738,handbag,1,0.053803036808967586,handbag,an item,1
10288,302608,tv,1,0.05379794061183929,television,a device,1
12256,570709,laptop,1,0.05377789109945297,laptop,a device,1
13715,198367,orange,0,0.05377130478620529,orange,an item,1
11683,492420,knife,1,0.05373716622591018,knife,an item,1
6705,366406,potted plant,1,0.0535249587893486,potted plant,A decorative item,1
542,76138,dining table,1,0.05343802541494369,dining table,a surface,1
1454,209322,bottle,1,0.053421925008296955,bottles,items,1
6922,394133,dining table,1,0.053265611827373494,dining table,a surface,1
11305,436883,traffic light,1,0.05323560059070587,traffic light,An item,1
13728,199437,dining table,1,0.05323219567537307,dining table,a surface,1
8505,29253,car,1,0.053093618899583805,cars,vehicles,1
4631,77924,person,1,0.052959854602813716,people,someone,1
11170,420826,car,1,0.05293777883052825,cars,vehicles,1
15985,521956,sports ball,0,0.05291261792182922,sports ball,an item,1
2853,408789,couch,1,0.05286941200494766,couch,an item,1
1330,190156,dining table,0,0.05281946331262588,table,a surface,1
11749,502141,dining table,0,0.052752020657062526,dining table,a surface,1
7491,472828,apple,1,0.05255262821912765,apples,some items,1
3891,549763,spoon,1,0.05243073672056198,spoon,an item,1
8274,580027,toilet,1,0.05241933733224868,toilet,an item,1
12448,15725,clock,0,0.052389371097087856,clock,an item,1
4910,121162,bottle,1,0.05234572961926459,bottle,An item,1
320,43961,chair,0,0.05225162476301193,chairs,some items,1
11696,493728,dining table,1,0.0522318360209465,dining table,a surface,1
15377,435519,truck,1,0.05216928839683532,truck,a vehicle,1
6683,363654,car,1,0.052118229568004604,cars,vehicles,1
12715,50411,handbag,1,0.05209882482886313,handbag,an item,1
2051,291380,potted plant,1,0.05199069052934646,potted plants,decorative items,1
13361,145728,keyboard,1,0.05195767700672149,keyboard,An item,1
8861,81004,sports ball,0,0.05194787204265594,ball,an item,1
12200,560890,potted plant,1,0.05184614956378936,potted plants,some decorative items,1
777,109937,banana,1,0.05184231966733932,bananas,some items,1
4620,75560,car,1,0.05168086558580398,cars,vehicles,1
10114,279305,vase,1,0.05157034367322921,vase,an item,1
15547,458632,sports ball,1,0.051233339011669154,ball,an item,1
840,120745,couch,1,0.05109289586544036,couch,an item,1
11114,413126,dining table,0,0.050964555889368046,table,a surface,1
10698,356531,chair,1,0.05094001710414886,chair,an item,1
14756,347460,person,1,0.05078769400715827,people,someone,1
5851,257865,sports ball,1,0.05075119704008102,ball,an item,1
12798,62443,chair,1,0.05070520460605621,chair,An item,1
3830,542959,potted plant,1,0.050450849235057826,potted plant,a decorative item,1
10313,306444,bowl,1,0.05040826171636581,bowl,an item,1
13657,189698,bench,1,0.050280626118183125,bench,an item,1
9451,176778,bottle,1,0.05020944699645041,bottle,An item,1
1223,175382,tie,1,0.05017636984586715,ties,items,1
4724,91715,car,1,0.050175028741359706,car,a vehicle,1
6284,315037,handbag,1,0.05014798313379287,handbag,an item,1
3279,463783,car,1,0.050121235549449916,car,a vehicle,1
11279,435466,bowl,1,0.05002422899007797,bowl,an item,1
13415,152751,chair,1,0.049918073117733,chair,An item,1
3637,519815,bottle,0,0.04991108447313308,bottles,items,1
15429,440937,person,0,0.04981759458780288,person,someone,1
14562,320843,boat,1,0.04980726063251495,boat,an item,1
12359,5486,book,1,0.04963956296443939,books,some items,1
16080,534669,car,1,0.049349459707736965,car,A vehicle,1
2543,362327,chair,1,0.04933270335197448,chair,an item,1
1813,258996,chair,1,0.04911761254072189,chairs,items,1
112,15345,bowl,1,0.04894915491342544,bowl,an item,1
13513,167486,handbag,1,0.04890899628400802,handbag,An item,1
15215,411070,potted plant,1,0.04884076386690139,potted plant,A decorative item,1
15051,388027,sink,1,0.048642444312572475,sink,item,1
985,139530,clock,1,0.048557209670543666,clock,An item,1
1901,270815,sports ball,0,0.04850817739963531,ball,an item,1
10901,384503,person,0,0.048428963124752034,person,someone,1
10228,295599,cup,1,0.04841442674398422,cup,an item,1
12939,87864,bench,1,0.04833616614341735,bench,an item,1
9964,252354,bed,0,0.04831601202487945,bed,an item,1
2859,409116,person,0,0.04795291945338248,patient,someone,1
3921,552221,bowl,1,0.047918277680873866,bowls,items,1
5404,192403,vase,1,0.0479147982597351,vase,An item,1
4231,16931,person,1,0.04785500735044479,drivers,someone,1
11457,458045,sports ball,0,0.04781904339790344,ball,an item,1
10255,299023,chair,1,0.047779525518417354,chair,an item,1
7308,449424,person,1,0.04777916818857192,person,Someone,1
13135,115146,book,1,0.04769195139408111,books,items,1
13403,151589,bench,1,0.04751546204090118,bench,an item,1
4206,13145,dining table,0,0.047496947348117824,dining table,a surface,1
12470,18295,car,0,0.04749324098229407,cars,vehicles,1
1539,220732,traffic light,1,0.04747347056865692,traffic light,An item,1
4397,38276,laptop,0,0.04745991796255111,computer,a device,1
12747,55066,sink,1,0.04744721472263336,sinks,items,1
5482,204726,cup,1,0.04739325791597365,cup,an item,1
10054,267844,bottle,1,0.047303113043308254,bottle,An item,1
11136,415949,potted plant,0,0.047246242761611934,potted plant,a decorative item,1
12675,44800,backpack,1,0.04713160067796707,backpack,an item,1
15688,476704,person,0,0.04698193341493606,passengers,someone,1
8841,78313,bottle,1,0.04686472833156585,bottles,items,1
2768,392915,spoon,1,0.046863290369510646,spoon,an item,1
16218,550702,bottle,1,0.04681692540645599,bottles,items,1
11803,509520,book,1,0.046518544554710384,books,items,1
7939,535993,wine glass,1,0.04642781883478164,wine glass,An item,1
7916,534045,potted plant,0,0.04636915698647498,potted plants,decorative items,1
13226,126983,microwave,1,0.046144629716873165,microwave,an appliance,1
5341,183364,dining table,0,0.04607355117797851,desk,a surface,1
12287,575243,truck,1,0.04607220262289047,truck,a vehicle,1
12624,37670,sink,1,0.04593686282634735,sink,an item,1
1983,281625,car,1,0.04592255987226962,car,A vehicle,1
2389,340327,bowl,1,0.04591318488121032,bowl,An item,1
8458,21060,cell phone,1,0.04587284743785858,cell phone,a device,1
8991,104495,chair,0,0.04584416270256042,chairs,some items,1
15817,495985,sports ball,1,0.04575106024742126,ball,an item,1
10910,384823,clock,1,0.04552978016436099,clock,An item,1
7419,465453,book,1,0.04550951987504959,books,items,1
1160,165298,person,1,0.04539502680301666,people,someone,1
7480,472046,tv,1,0.04526359856128692,tv,a device,1
11916,525170,couch,1,0.0452408817410469,couch,an item,1
328,44294,vase,1,0.04511609226465224,vase,An item,1
15340,428161,dining table,1,0.04491666629910468,dining table,a surface,1
866,123321,dining table,0,0.04488247156143188,dining table,a surface,1
6555,348982,car,1,0.044771964550018306,cars,vehicles,1
7282,445834,handbag,1,0.04468520253896713,handbag,an item,1
6699,366406,vase,1,0.044660556018352504,vase,an item,1
1530,219269,bottle,1,0.04451530724763869,bottle,An item,1
6035,282942,cup,1,0.044499876797199245,cups,some items,1
4396,38276,dining table,0,0.044437672197818745,desk,surface,1
3674,526342,person,1,0.044397684931755055,people,someone,1
7816,524459,cell phone,1,0.044186535179615016,cell phone,a device,1
402,54133,toaster,1,0.044173504114151,toaster,an appliance,1
8384,12153,cake,0,0.04413592338562011,cake,an item,1
15661,473370,cell phone,1,0.04400725185871124,cell phone,a device,1
7102,420052,stop sign,1,0.04397280037403106,stop sign,an item,1
6125,295945,bicycle,1,0.04381273210048675,bike,a vehicle,1
12788,61268,car,1,0.0437900897860527,cars,vehicles,1
13845,217937,cup,1,0.043750959336757655,cups,some items,1
2620,370478,remote,1,0.04370378971099853,remote,a device,1
7124,423380,toothbrush,1,0.04354775965213775,toothbrush,an item,1
4798,104626,person,1,0.043397265672683705,person,someone,1
5252,170716,sink,1,0.04339352518320083,sink,an item,1
10680,355450,potted plant,1,0.04338225990533828,potted plant,A decorative item,1
10052,267844,fork,1,0.043323519527912135,fork,an item,1
15925,510992,bottle,1,0.0432741892337799,bottles,items,1
1102,157102,dining table,0,0.04318622022867202,dining table,a surface,1
6672,361751,potted plant,1,0.04309531971812247,potted plants,decorative items,1
3253,461655,book,1,0.04291895300149917,book,An item,1
14616,327601,bottle,1,0.042877140343189235,bottle,an item,1
8262,577377,spoon,1,0.04280610680580138,spoon,an item,1
5466,200739,fire hydrant,1,0.04280250042676925,fire hydrant,an item,1
14868,363793,dining table,1,0.04279593646526336,dining table,a surface,1
9606,199771,spoon,1,0.04268828302621841,spoon,an item,1
4298,24693,person,1,0.042618702352046955,people,someone,1
9725,218752,person,1,0.042557495832443226,person,someone,1
5558,215259,chair,1,0.042327704727649684,chair,an item,1
1131,160580,handbag,1,0.042200227454304684,handbags,items,1
13933,230561,dining table,1,0.04217640578746795,table,a surface,1
3574,508115,bowl,1,0.04217054992914199,bowl,an item,1
11577,475043,dining table,1,0.041948701143264766,table,a surface,1
6326,320658,person,1,0.041941488981246944,person,someone,1
12422,13061,person,1,0.04183329567313193,people,someone,1
6332,321118,remote,1,0.041744406223297115,remote,a device,1
5346,183364,cell phone,1,0.04171387374401092,cell phone,A device,1
14030,245383,car,1,0.041680100262165065,car,A vehicle,1
765,108193,person,1,0.04148966342210769,people,someone,1
3130,447546,cup,1,0.041257958114147175,cups,some items,1
11032,402077,dining table,1,0.041222765296697605,dining table,a surface,1
2691,381870,handbag,1,0.04114760726690292,handbag,an item,1
11584,475879,tie,1,0.04111707042902707,tie,An item,1
6084,291245,cell phone,1,0.040884802937507625,cell phone,a device,1
5134,154254,cell phone,1,0.040726910233497615,cell phone,a device,1
11407,449594,dining table,0,0.040613576024770726,dining table,A surface,1
14989,379144,car,1,0.04060907185077667,car,a vehicle,1
